Question,Model Answer
For what event in February 1964 did evangelist Billy Graham break his strict rule against watching TV on Sunday?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: For what event in February 1964 did evangelist Billy Graham break his strict rule against watching TV on Sunday? [/INST] Answer: The assassination of President John F. Kennedy. Billy Graham broke his rule to watch news coverage of the event."
"How tall was Goliath, the Philistine giant slain by David with a stone hurled from a sling?","[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: How tall was Goliath, the Philistine giant slain by David with a stone hurled from a sling? [/INST] Answer: The height of Goliath is not precisely recorded in the Bible, but various sources suggest it ranges from 6 to 9 feet (1.83 to 2.74 meters)."
"In the Bible, for what 'price' did Esau sell his birthright to his younger twin brother, Jacob?","[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: In the Bible, for what 'price' did Esau sell his birthright to his younger twin brother, Jacob? [/INST] Answer: Esau sold his birthright to Jacob for a bowl of red lentil soup. (Genesis 25:34)"
In what language was the New Testament originally written?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: In what language was the New Testament originally written? [/INST] Answer: The New Testament was originally written in Koine Greek."
What was the total population of the world at the time of Christ?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: What was the total population of the world at the time of Christ? [/INST] Answer: The population of the world at the time of Christ is uncertain and estimated to range between 200 million to 300 million people."
Who wrote the story upon which Alfred Hitchcock based his 1963 suspense film The Birds?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: Who wrote the story upon which Alfred Hitchcock based his 1963 suspense film The Birds? [/INST] Answer: Evelyn Waugh wrote the short story ""The Circular Story"" which inspired Alfred Hitchcock's film ""The Birds."" However, it's important to note that Waugh's story has some differences from the movie plot."
What did Franz Kafka do for a day job?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: What did Franz Kafka do for a day job? [/INST] Answer: Franz Kafka worked as an insurance agent for a day job."
How many miles long is the canal which links the Pacific and Atlantic Oceans?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: How many miles long is the canal which links the Pacific and Atlantic Oceans? [/INST] The Panama Canal is approximately 50 miles long."
Which artist created the Katzenjammer Kids?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: Which artist created the Katzenjammer Kids? [/INST] Roger Crabtree created The Katzenjammer Kids comic strip."
What disability did singer Al Hibbler have?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: What disability did singer Al Hibbler have? [/INST] Answer: Al Hibbler was a jazz singer who was blind."
Which supermodel was married to Rod Stewart?,by profession but an actress. She began her acting career before marrying Rod Stewart.
Flamenco dancer Joaquin Cortes hit the headlines in 1996 over his relationship with which supermodel?,? [/INST] Answer: Naomi Campbell.
What was the name of NATO spokesman in the 1999 Kosovo crisis?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: What was the name of NATO spokesman in the 1999 Kosovo crisis? [/INST] Answer: Jamie Shea."
Who was the defending champion when Andre Agassi first won Wimbledon singles?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: Who was the defending champion when Andre Agassi first won Wimbledon singles? [/INST] The defending champion when Andre Agassi first won Wimbledon singles in 1992 was Stefan Edberg."
"How did James F Fixx, promoter of jogging for good health, die in 1984?","[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: How did James F Fixx, promoter of jogging for good health, die in 1984? [/INST] Answer: James F. Fixx, the promoter of jogging for good health, died by suicide via self-inflicted gunshot wound in 1984."
What was the name of the first weather satellite?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: What was the name of the first weather satellite? [/INST] Answer: ""TIros 1 (Television Infrared Observation Satellite 1)"""
What was Elvis Presley's first album which did not have his name in the title?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: What was Elvis Presley's first album which did not have his name in the title? [/INST] Answer: Elvis's first album without his name in the title was ""Stage Names,"" released in 1964."
Who won the first all American French Open Men's Singles final for almost 40 years in the 90s?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: Who won the first all American French Open Men's Singles final for almost 40 years in the 90s? [/INST] Answer: Jim Courier won the first All-American men's singles title at the French Open in the 1990s."
Who hosted the early series of The Pink Panther cartoons?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: Who hosted the early series of The Pink Panther cartoons? [/INST] Answer: Dean Elliott and Friz Freleng produced and directed the early series of The Pink Panter cartoons."
"In Makin' It, who was the John Travolta-type character?","[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: In Makin' It, who was the John Travolta-type character? [/INST] Answer: Tony Perk, played by Jon Lovitz, was the John Travolta-type character in Makin' It."
The actor who played Jack Geller in Friends was married once to which superstar?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: The actor who played Jack Geller in Friends was married once to which superstar? [/INST] Answer: The actor who played Jack Geller in Friends, John Aniston, was married to actress Jennifer Aniston."
Who was Greece's first socialist Prime Minister?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: Who was Greece's first socialist Prime Minister? [/INST] Answer: Georgios Papandreou was Greece's first socialist Prime Minister, serving from 1981 to 1989 and again from 2009 to 2011."
Who beat Carl Lewis's best time of 9.86 seconds for the 100 meters?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: Who beat Carl Lewis's best time of 9.86 seconds for the 100 meters? [/INST] The world record in the men's 100 meters, which is faster than Carl Lewis's time of 9.86 seconds, is currently held by Usain Bolt with a time of 9.58 seconds (set in 2009)."
Name France's last Wimbledon men's singles winner of this century.,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: Name France's last Wimbledon men's singles winner of this century. [/INST] Answer: The last French man to win the Wimbledon singles title in this century is Jo-Wilfried Tsonga (in 2016)."
Who was the oldest US Open golf champion of the 20th century?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: Who was the oldest US Open golf champion of the 20th century? [/INST] Answer: The oldest US Open golf champion of the 20th century was Horace Rawls in 1931."
Where does a bounced email return to?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: Where does a bounced email return to? [/INST] Answer: The returned email goes back to the sender's address mentioned in the email header."
Who was the senior US diplomat held in the US Embassy in Tehran?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: Who was the senior US diplomat held in the US Embassy in Tehran? [/INST] Answer: The senior US diplomat held in the US Embassy in Tehran during the 1979 hostage crisis was Ambassador William Sullivan."
Who were the first two men to drive on the Moon?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: Who were the first two men to drive on the Moon? [/INST] Answer: Neil Armstrong and Buzz Aldrin were the first two men to drive on the Moon in 1969 during the Apollo 11 mission."
Where is the Great White Way?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: Where is the Great White Way? [/INST] The Great White Way refers to 42nd Street in New York City, known for its theaters and Broadway productions."
Which hospital was Princess Diana taken to after her tragic car accident?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: Which hospital was Princess Diana taken to after her tragic car accident? [/INST] Answer: Princess Diana was taken to Pitie-Salpêtrière Hospital in Paris after her car accident."
Which two Middle-Eastern countries fought a war from 1980 to 1988?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: Which two Middle-Eastern countries fought a war from 1980 to 1988? [/INST] Answer: Iraq and Iran."
With what is the Japanese art of bonsai concerned?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: With what is the Japanese art of bonsai concerned? [/INST] The Japanese art of bonsai involves growing and shaping miniature trees to resemble mature, full-sized ones."
Which two countries have a border with Liechtenstein?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: Which two countries have a border with Liechtenstein? [/INST] Answer: Austria and Switzerland."
How often are American presidential elections held?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: How often are American presidential elections held? [/INST] Answer: Presidential elections in America are held every four years."
Which are the two main political parties in the USA?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: Which are the two main political parties in the USA? [/INST] The two major political parties in the USA are the Democratic Party and the Republican Party."
For what purpose did Melvil Dewey devise his decimal system in 1876?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: For what purpose did Melvil Dewey devise his decimal system in 1876? [/INST] Melvil Dewey devised his decimal system in 1876 for organizing library collections by assigning a unique number to each subject area, facilitating easy and efficient retrieval of books."
What kind of elements are found in a pure state in nature?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: What kind of elements are found in a pure state in nature? [/INST] Elements are substances that cannot be broken down into simpler substances through chemical reactions. In their pure state, they exist naturally as individual atoms or molecules. Common elements include hydrogen, oxygen, carbon, nitrogen, and iron."
Which quantity has direction as well as magnitude?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: Which quantity has direction as well as magnitude? [/INST] Answer: A vector quantity has both direction and magnitude. Examples include velocity, force, and position."
What is studied in the science of cryogenics?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: What is studied in the science of cryogenics? [/INST] The science of cryogenics deals with the production and effects of extremely low temperatures, typically below -150 degrees Celsius. It involves the study and application of substances in their liquid or solid state at very low temperatures, including the properties of these states and the equipment used to achieve and maintain them. Cryogenics is used in various industries such as medicine, food storage, and scientific research."
What kind of an animal is a marmoset?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: What kind of an animal is a marmoset? [/INST] Answer: A marmoset is a type of primate, specifically a New World monkey."
Why do fish have gills?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: Why do fish have gills? [/INST] Fish have gills to extract oxygen from water for respiration and excrete carbon dioxide."
Machiavelli used which plant's name as the title of one of his books?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: Machiavelli used which plant's name as the title of one of his books? [/INST] Answer: ""The Prince"" is not named after a plant, but rather after the concept of a prince or ruler in Italian politics. Machiavellianism refers to his political ideas presented in this book."
When might a person show rapid eye movement (REM)?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: When might a person show rapid eye movement (REM)? [/INST] A person typically shows Rapid Eye Movement (REM) during sleep, specifically during the REM stage of the sleep cycle. This usually occurs every 90-120 minutes during the night, with each episode lasting around 10-30 minutes."
Which two planets take less time than Earth to orbit the sun?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: Which two planets take less time than Earth to orbit the sun? [/INST] Answer: Venus and Mercury orbit the sun faster than Earth."
"What was the name of two space probes launched in 1977 which sent back remarkable pictures of Jupiter, Saturn, Uranus and Neptune?","[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: What was the name of two space probes launched in 1977 which sent back remarkable pictures of Jupiter, Saturn, Uranus and Neptune? [/INST] Voyager 1 and Voyager 2. These spaceprobes were launched on September 5, 1977, and August 15, 1977, respectively. They provided unprecedented images and data about Jupiter, Saturn, Uranus, and Neptune."
What is the defining feature of a neutron star?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: What is the defining feature of a neutron star? [/INST] A neutron star is an extremely dense celestial object formed from the collapsed core of a massive star, with a diameter of about 10-20 kilometers and a mass around that of the Sun, but packed into a space smaller than a city. Its defining feature is its incredibly high density, which makes it the densest known astronomical object. Neutron stars are composed mainly of neutrons and have no nuclear reactions in their cores, emitting most of their radiation in X-rays and gamma rays."
The Ural Mountains form a natural border between which two continents?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: The Ural Mountains form a natural border between which two continents? [/INST] Answer: Europe and Asia."
"What did Nicholas Copernicus argue was at the centre of our universe, and what was the common belief before then?","[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: What did Nicholas Copernicus argue was at the centre of our universe, and what was the common belief before then? [/INST] Answer: Nicholas Copernicus argued that the Sun, not the Earth, is at the center of our universe. Before Copernicus, the common belief was that the Earth was at the center of the universe with all other planets revolving around it."
Which male singer sang the opening line of the original Band Aid single Do They Know It's Christmas?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: Which male singer sang the opening line of the original Band Aid single Do They Know It's Christmas? [/INST] The male singer who sang the opening line of the original Band Aid single ""Do They Know It's Christmas?"" is Bono from U2."
The binary system of numbers uses which two numerical digits?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: The binary system of numbers uses which two numerical digits? [/INST] Answer: The binary system uses only two numerical digits: 0 and 1."
James Earl Ray was responsible for who's death in 1968?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: James Earl Ray was responsible for who's death in 1968? [/INST] Answer: Martin Luther King Jr."
What was the challanging method of catching a fly asked of Daniel in the film The Karate Kid?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: What was the challanging method of catching a fly asked of Daniel in the film The Karate Kid? [/INST] Answer: In ""The Karate Kid,"" Daniel was asked to catch a flying fly using only karate moves without touching it directly or making it fly away again. This challenge helped him develop focus and precision."
Which band had a hit in the 1980s with the single Broken Wings?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: Which band had a hit in the 1980s with the single Broken Wings? [/INST] Answer: The band ""Mr. Mister"" had a hit in the 1980s with the single ""Broken Wings""."
What are the main four blood groups?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: What are the main four blood groups? [/INST] Answer: A, B, AB, O."
Which two actresses play the leading roles in the 1992 film Single White Female?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: Which two actresses play the leading roles in the 1992 film Single White Female? [/INST] Answer: Jennifer Jason Leigh and Gwyneth Paltrow."
Who played the title roles in the 1986 film The Three Amigos?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: Who played the title roles in the 1986 film The Three Amigos? [/INST] Answer: Steve Martin, Chevy Chase, and Marty Short played the title roles in the 1986 film ""The Three Amigos."""
Which three elements make up carbohydrates?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: Which three elements make up carbohydrates? [/INST] Answer: Carbohydrates are composed of hydrogen, oxygen, and carbon in a 2:1:1 ratio, with the main building blocks being simple sugars (monosaccharides), disaccharides, or polysaccharides."
What colour are the vertical stripes of the Italian Flag?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: What colour are the vertical stripes of the Italian Flag? [/INST] Answer: The vertical stripes of the Italian flag are green, white, and red."
What are the two traditional colours of Wimbledon?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: What are the two traditional colours of Wimbledon? [/INST] Answer: The two traditional colors of Wimbledon are green and purple."
Which four American Presidents have their faces scultped on Mount Rushmore?,"[INST] <<SYS>>
       Your task is to answer the given question as concisely as possible.The given answer needs to be precise, concise and contain the information that the question is asking for. For example:
        Question: ""What is the capital of Bulgaria?""
        Answer: ""Sophia""
        <</SYS>>

        Question: Which four American Presidents have their faces scultped on Mount Rushmore? [/INST] Answer: George Washington, Thomas Jefferson, Theodore Roosevelt, and Abraham Lincoln."
